STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,OWNERSHIP_TYPE,Hospital type,HEALTH_FUNCTION,Healthcare function,CARE_TYPE,Care type,MEDICAL_TECH,Medical technology,HEALTH_CARE_PROVIDER,Healthcare provider,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,DEU,Germany,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,69.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,DEU,Germany,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,71.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,DEU,Germany,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,69.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,DEU,Germany,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,77,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,USA,United States,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,21.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,USA,United States,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,21.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,DEU,Germany,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,78.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,USA,United States,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,68702,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,USA,United States,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,70580,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,USA,United States,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,70148,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,USA,United States,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,70358,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,USA,United States,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,70405,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,68.28,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,71.92,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,68.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,73.65,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,74.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,74.51,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,74.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,75.96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,22.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,22.41,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,21.83,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,21.75,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,21.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,21.88,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,21.76,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,AUT,Austria,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,21.79,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,IRL,Ireland,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,5.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,IRL,Ireland,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,6.03,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,IRL,Ireland,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,5.93,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,IRL,Ireland,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,10P5HB,Per 100 000 inhabitants,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,5.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,LUX,Luxembourg,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,132,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,LUX,Luxembourg,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,132,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,LUX,Luxembourg,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,139,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,LUX,Luxembourg,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,133,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,LUX,Luxembourg,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,132,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,EST,Estonia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,59.26,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,EST,Estonia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,61.37,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,EST,Estonia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,60.33,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,KOR,Korea,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,9388,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,KOR,Korea,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,9020,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,KOR,Korea,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,8570,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,EST,Estonia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,59.79,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,EST,Estonia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,61.05,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,ITA,Italy,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,6874,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,ITA,Italy,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,5096,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,ITA,Italy,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,5118,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,ITA,Italy,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,5038,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,ITA,Italy,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,4930,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,ITA,Italy,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,4863,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,ITA,Italy,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,6042,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,ITA,Italy,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,BD,Beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,6845,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,CZE,Czechia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,55.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,CZE,Czechia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,61.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,CZE,Czechia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,62.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,CZE,Czechia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,62.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,CZE,Czechia,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,NLD,Netherlands,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,69,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,NLD,Netherlands,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,NLD,Netherlands,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU(1.0),Intensive care unit (ICU) beds and use,I,NLD,Netherlands,HBU_ICU_A,Adult intensive care unit (ICU) hospital beds,PT_BD_AV_ICU,Percentage of available intensive care unit (ICU) beds,MEAN,Arithmetic mean,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,71,,,,,,,,,,,,,
