STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,AUT,Austria,2018,,13.34,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,CHE,Switzerland,2018,,7.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,AUS,Australia,2018,,7.87,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,GRC,Greece,2020,,0.06,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,FRA,France,2020,,32.94,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,LTU,Lithuania,2020,,53.67,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,USA,United States,2020,,4.73,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,HUN,Hungary,2020,,0.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,FRA,France,2020,,1.83,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,USA,United States,2020,,6.79,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,CAN,Canada,2020,,17.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,FRA,France,2020,,0.18,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,MEX,Mexico,2020,,0.08,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORMAX,Total adult ICU occupancy rate (maximum),TXOCCUTX,% of available beds,ESP,Spain,2020,,70.51,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOALLNB,Per 100 000 population,ISR,Israel,2020,,9.72,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,USA,United States,2020,,0.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,ISR,Israel,2020,,10.2,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,FRA,France,2020,,0.03,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,HUN,Hungary,2020,,0.17,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,HUN,Hungary,2020,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,CRI,Costa Rica,2020,,1.27,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,AUS,Australia,2020,,0.5,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,ISR,Israel,2020,,0.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,TUR,Türkiye,2020,,0.39,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,CHL,Chile,2020,,83.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,ISR,Israel,2020,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,PRT,Portugal,2020,,2.48,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,DEU,Germany,2020,,0.33,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,ISR,Israel,2020,,0.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,DEU,Germany,2020,,29.7,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,KOR,Korea,2020,,16.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,NLD,Netherlands,2020,,6.97,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,HUN,Hungary,2020,,13.47,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,TUR,Türkiye,2020,,33.73,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,GRC,Greece,2020,,0.68,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,KOR,Korea,2020,,0.2,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,GRC,Greece,2020,,0.18,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,LUX,Luxembourg,2020,,0.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,AUT,Austria,2020,,3.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,CZE,Czechia,2020,,0.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,CHE,Switzerland,2020,,0.08,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,JPN,Japan,2020,,9.11,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,TUR,Türkiye,2020,,58.94,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,NZL,New Zealand,2020,,0.03,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,CHE,Switzerland,2020,,1.48,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,CZE,Czechia,2020,,43.78,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,JPN,Japan,2020,,0.14,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,NLD,Netherlands,2020,,0.97,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,BEL,Belgium,2020,,17.34,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOALLNB,Per 100 000 population,FIN,Finland,2020,,8.68,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,HUN,Hungary,2020,,54.56,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,GRC,Greece,2020,,27.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,NLD,Netherlands,2020,,0.14,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,ISR,Israel,2020,,75.11,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,BEL,Belgium,2020,,0.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,DEU,Germany,2020,,0.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,LUX,Luxembourg,2020,,2.54,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,NLD,Netherlands,2020,,0.07,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,AUS,Australia,2020,,69.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,NLD,Netherlands,2020,,0.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,TUR,Türkiye,2020,,39.17,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,TUR,Türkiye,2020,,0.57,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,ESP,Spain,2020,,12.27,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,ESP,Spain,2020,,1.73,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,HUN,Hungary,2020,,5.38,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,LTU,Lithuania,2020,,1.97,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,AUT,Austria,2020,,2.51,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,CZE,Czechia,2020,,0.05,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,AUT,Austria,2020,,28.45,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,FRA,France,2020,,17.51,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,LVA,Latvia,2020,,60.06,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,CZE,Czechia,2020,,4.24,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,AUT,Austria,2020,,0.13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,LTU,Lithuania,2020,,0.22,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,LVA,Latvia,2020,,0.13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,ISR,Israel,2020,,9.62,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,ISR,Israel,2020,,8.82,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,AUT,Austria,2020,,68.89,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,EST,Estonia,2020,,0.39,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,FRA,France,2020,,2.89,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,ISR,Israel,2020,,0.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,LUX,Luxembourg,2020,,0.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,AUT,Austria,2020,,0.04,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,FRA,France,2020,,0.28,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,NZL,New Zealand,2020,,3.4,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCMAX,Critical care adult beds (maximum),RTOINPNB,Per 1 000 population,ISR,Israel,2020,,0.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,AUS,Australia,2020,,0.08,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,LUX,Luxembourg,2020,,24.27,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,CAN,Canada,2020,,0.04,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,DEU,Germany,2020,,0.3,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,JPN,Japan,2020,,0.19,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,CRI,Costa Rica,2020,,0.08,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOALLNB,Per 100 000 population,GRC,Greece,2020,,18.23,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOALLNB,Per 100 000 population,BEL,Belgium,2020,,35.65,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,CAN,Canada,2020,,0.6,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,BEL,Belgium,2020,,20.64,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,BEL,Belgium,2020,,0.03,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,GRC,Greece,2020,,6.35,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,PRT,Portugal,2020,,0.12,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,USA,United States,2020,,21.24,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,DEU,Germany,2020,,2.25,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,MEX,Mexico,2020,,7.65,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,USA,United States,2020,,0.3,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,GRC,Greece,2020,,0.2,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,TUR,Türkiye,2020,,15.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,JPN,Japan,2020,,13.93,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,GRC,Greece,2020,,19.98,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,CZE,Czechia,2020,,55.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,PRT,Portugal,2020,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,PRT,Portugal,2020,,51.57,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,DEU,Germany,2020,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,KOR,Korea,2020,,20.42,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,GRC,Greece,2020,,0.27,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,CAN,Canada,2020,,0.12,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,JPN,Japan,2020,,4.95,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOALLNB,Per 100 000 population,LUX,Luxembourg,2020,,20.94,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,DEU,Germany,2020,,69.9,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,USA,United States,2020,,29.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,KOR,Korea,2020,,0.28,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOALLNB,Per 100 000 population,DEU,Germany,2020,,1.24,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBCAVG,Critical care adult beds (average),RTOINPNB,Per 1 000 population,CZE,Czechia,2020,,0.08,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOALLNB,Per 100 000 population,CAN,Canada,2020,,4.31,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,LUX,Luxembourg,2020,,0.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,CZE,Czechia,2020,,52.7,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOINPNB,Per 1 000 population,LUX,Luxembourg,2020,,0.24,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,CRI,Costa Rica,2020,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBNEON,Total neonatal ICU beds,RTOINPNB,Per 1 000 population,KOR,Korea,2020,,0.04,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUORAVG,Total adult ICU occupancy rate (average),TXOCCUTX,% of available beds,KOR,Korea,2020,,58.7,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAAVG,Total adult ICU beds (average),RTOINPNB,Per 1 000 population,HUN,Hungary,2020,,0.13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,GRC,Greece,2020,,0.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBPAED,Total paediatric ICU beds,RTOINPNB,Per 1 000 population,TUR,Türkiye,2020,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBAMAX,Total adult ICU beds (maximum),RTOINPNB,Per 1 000 population,BEL,Belgium,2020,,0.36,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,ICUBTOTA,Total ICU beds (average),RTOALLNB,Per 100 000 population,PRT,Portugal,2020,,14.83,,A,,,,,,,
