STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,PRT,Portugal,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLOTGP,Other generalist (non-specialist) medical practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.57,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.58,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.6,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.63,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.67,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.72,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.73,,,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,TUR,Türkiye,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.6,,,,B,Time series break,D,Definition differs,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.04,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.04,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.04,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,0.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.06,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,ISL,Iceland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.04,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,POL,Poland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,POL,Poland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,POL,Poland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,POL,Poland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.23,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,POL,Poland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.28,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,POL,Poland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.29,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,POL,Poland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.31,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,POL,Poland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGENP,General practitioners,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.27,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHL,Chile,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHL,Chile,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHL,Chile,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHL,Chile,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHL,Chile,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHL,Chile,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHL,Chile,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHL,Chile,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,0.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHL,Chile,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLGYNE,Obstetricians and gynaecologists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.08,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.08,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.06,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.07,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.07,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,COL,Colombia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.08,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LUX,Luxembourg,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LUX,Luxembourg,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,LUX,Luxembourg,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.75,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.77,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.82,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.86,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSURG,Surgical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.19,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.19,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.19,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.2,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.21,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,0.22,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.18,,,,E,Estimated value,B,Time series break,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.2,,,,E,Estimated value,B,Time series break,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,NZL,New Zealand,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPSYS,Psychiatrists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.18,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.65,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CAN,Canada,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLSPEC,Medical group of specialists,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.67,,,,P,Provisional value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS_CAT(1.0),Physicians by categories,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,EMPLPEDI,General paediatricians,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.22,,,,,,,,,,,,,
